p_id,p_type,p_size,p_price,p_status,agent_id
2228,rent,1834,835892,available,202404
2229,rent,838,938014,sold,202401
2230,sale,588,245382,sold,202402
2231,rent,2162,120960,available,202401
2232,sale,2642,950111,available,202403
2233,sale,3478,169637,sold,202401
2234,rent,576,732909,sold,202401
2235,sale,2951,783218,sold,202402
2236,rent,3100,258219,available,202403
2237,rent,3922,977206,available,202404
2238,rent,1697,681394,available,202401
2239,sale,1673,868313,available,202401
2240,sale,3350,933512,sold,202402
2241,sale,1992,425274,available,202403
2242,rent,2060,749405,sold,202402
2243,rent,851,426166,available,202402
2244,rent,605,940320,available,202404
2245,sale,4602,885993,available,202402
2246,sale,1556,158657,available,202403
2247,rent,4288,72519,sold,202402
2248,sale,1733,471060,sold,202402
2249,sale,1523,267974,sold,202402
2250,sale,4992,158656,available,202403
2251,sale,3164,396874,available,202404
2252,sale,1413,502078,sold,202403
2253,rent,1957,585406,available,202403
2254,rent,4109,583827,sold,202403
2255,sale,4482,632488,available,202401
2256,sale,4247,170268,sold,202401
2257,rent,2469,703269,sold,202401
2258,sale,548,459120,available,202403
2259,rent,1923,218809,sold,202401
2260,sale,625,172693,available,202402
2261,rent,1574,239056,available,202404
2262,sale,1746,294648,sold,202403
2263,rent,1725,229944,sold,202401
2264,rent,2505,823190,available,202402
2265,rent,1304,708677,sold,202401
2266,rent,3630,526065,available,202401
2267,sale,1044,227371,sold,202401
2268,rent,2524,982952,sold,202404
2269,rent,2689,932363,sold,202401
2270,rent,679,675662,sold,202402
2271,sale,2380,224601,sold,202404
2272,rent,4202,876818,sold,202404
2273,sale,2674,887649,available,202402
2274,sale,3172,518123,sold,202402
2275,sale,1698,738488,sold,202401
2276,sale,688,341901,available,202401
2277,rent,4325,60757,sold,202404
2278,rent,3116,831113,sold,202403
2279,rent,3217,814363,available,202402
2280,sale,4269,858925,sold,202403
2281,sale,3284,614112,available,202404
2282,sale,1839,447947,sold,202401
2283,sale,731,408407,available,202404
2284,sale,3242,563017,sold,202404
2285,sale,2758,848723,sold,202402
2286,rent,1550,926315,available,202402
2287,rent,1009,393826,sold,202402
2288,rent,1802,730961,available,202403
2289,sale,4080,603262,available,202401
2290,sale,4905,193919,available,202401
2291,sale,4120,605166,sold,202402
2292,rent,995,485670,available,202402
2293,rent,4469,461745,sold,202402
2294,sale,4683,880382,sold,202402
2295,sale,3581,178714,available,202404
2296,sale,1234,773498,available,202401
2297,sale,4392,114599,available,202404
2298,sale,2894,145863,available,202403
2299,sale,2241,757983,sold,202404
2300,rent,536,249779,available,202401
2301,sale,1069,430834,sold,202401
2302,rent,1469,900084,available,202404
2303,rent,4464,529486,sold,202403
2304,sale,4337,621763,available,202401
2305,rent,2029,513582,available,202402
2306,rent,2679,56508,sold,202402
2307,sale,1623,865893,available,202402
2308,sale,3084,79596,sold,202404
2309,sale,1882,343208,available,202404
2310,rent,984,666785,sold,202402
2311,sale,4805,926424,sold,202401
2312,sale,727,996395,sold,202404
2313,rent,2224,432065,sold,202403
2314,sale,627,171997,available,202403
2315,sale,964,328516,available,202404
2316,sale,4023,933872,sold,202401
2317,sale,2958,333273,sold,202401
2318,rent,4816,113918,sold,202402
2319,rent,1650,770655,sold,202404
2320,rent,4946,482418,available,202404
2321,sale,2224,574373,sold,202403
2322,sale,3558,335759,available,202403
2323,rent,4648,671525,available,202401
2324,rent,3462,522027,sold,202402
2325,sale,4463,213541,available,202402
2326,sale,3831,433104,available,202401
2327,sale,4128,103403,sold,202404
2328,rent,530,53905,sold,202402
2329,rent,3262,537362,available,202404
2330,sale,1784,974609,available,202401
2331,sale,2288,889201,sold,202404
2332,sale,2505,909609,sold,202401
2333,sale,4373,717720,available,202404
2334,sale,765,146091,sold,202402
2335,sale,2502,886985,available,202401
2336,rent,1994,201456,available,202403
2337,rent,2877,662879,sold,202401
2338,sale,3125,481998,available,202401
2339,rent,4886,336631,available,202403
2340,rent,3555,177260,sold,202404
2341,rent,4762,758089,available,202404
2342,rent,3497,272247,sold,202404
2343,sale,1698,241567,available,202401
2344,rent,3557,933794,sold,202403
2345,rent,2006,489656,available,202401
2346,rent,4292,966841,sold,202403
2347,sale,1351,824433,available,202402
2348,rent,1302,791871,available,202404
2349,rent,4785,607880,sold,202402
2350,rent,967,834616,sold,202404
2351,rent,923,480434,sold,202401
2352,sale,3980,816065,available,202403
2353,sale,3015,429212,available,202404
2354,sale,4653,60363,sold,202401
2355,sale,3391,917232,available,202404
2356,rent,3277,195749,available,202404
2357,rent,1306,615814,available,202402
2358,sale,3765,749425,available,202401
2359,rent,4367,370638,sold,202401
2360,sale,2967,137226,sold,202403
2361,sale,4338,817419,sold,202402
2362,rent,1100,94873,sold,202401
2363,sale,2847,517357,available,202403
2364,sale,1556,303727,available,202402
2365,rent,1537,966155,available,202401
2366,rent,931,292611,sold,202403
2367,sale,2130,892732,sold,202402
2368,rent,3728,408074,available,202402
2369,sale,2372,457200,sold,202402
2370,rent,1055,798622,available,202404
2371,rent,3508,656741,sold,202402
2372,sale,3010,54401,sold,202404
2373,sale,2055,359912,available,202403
2374,rent,1524,665476,sold,202402
2375,rent,2440,946978,available,202402
2376,sale,1148,243830,sold,202404
2377,rent,1009,304207,sold,202402
2378,rent,2038,103611,sold,202404
2379,rent,3593,438310,available,202401
2380,sale,2998,961613,sold,202402
2381,sale,719,928401,available,202404
2382,rent,3097,877517,available,202402
2383,sale,2797,445779,sold,202402
2384,rent,758,654442,available,202401
2385,rent,2420,438323,available,202403
2386,sale,4743,312915,sold,202403
2387,rent,4822,170628,available,202401
2388,sale,3281,957806,sold,202402
2389,sale,3474,433587,sold,202402
2390,sale,3733,266585,sold,202403
2391,rent,3571,191070,available,202402
2392,sale,4194,61644,available,202403
2393,sale,2900,686923,available,202402
2394,sale,4044,385286,sold,202403
2395,sale,3066,468992,available,202403
2396,rent,4001,251594,available,202404
2397,rent,4133,846531,sold,202401
2398,sale,839,933291,sold,202401
2399,rent,2529,815480,sold,202403
2400,rent,4581,624722,sold,202402
2401,sale,3720,248172,available,202403
2402,sale,2419,114166,available,202404
2403,sale,699,817389,sold,202401
2404,rent,2160,522131,sold,202404
2405,rent,3474,232255,available,202402
2406,sale,2518,643118,sold,202403
2407,rent,1596,565120,sold,202401
2408,sale,4043,346297,sold,202403
2409,rent,2291,872037,available,202403
2410,rent,2971,926232,sold,202401
2411,sale,4347,856674,available,202403
2412,sale,1284,530638,available,202404
2413,rent,714,338634,sold,202402
2414,rent,3251,191260,available,202404
2415,rent,2781,952115,sold,202401
2416,rent,2558,677393,available,202401
2417,rent,1098,831051,available,202402
2418,rent,1003,992440,available,202401
2419,rent,4776,502147,available,202402
2420,rent,2583,345703,available,202402
2421,rent,1969,514504,available,202402
2422,sale,4719,671896,sold,202402
2423,sale,830,922066,sold,202401
2424,sale,4792,391030,available,202402
2425,rent,500,326989,available,202404
2426,rent,1285,677896,sold,202403
2427,rent,2241,111526,available,202403
2428,sale,1498,702924,sold,202404
2429,rent,2414,844089,sold,202403
2430,rent,1951,431920,sold,202403
2431,sale,3690,779717,available,202404
2432,sale,1223,373928,sold,202404
2433,sale,2983,516472,sold,202403
2434,sale,517,304624,sold,202401
2435,rent,1068,375913,sold,202401
2436,sale,2799,611090,available,202404
2437,sale,977,930580,available,202404
2438,sale,1497,180370,sold,202404
2439,rent,799,94684,sold,202404
2440,rent,4773,664138,sold,202402
2441,sale,3616,549143,available,202404
2442,sale,1698,291005,sold,202402
2443,rent,3673,322529,sold,202402
2444,rent,1316,428565,available,202402
2445,sale,4203,198030,available,202401
2446,rent,1861,412728,available,202401
2447,sale,3879,826617,sold,202402
2448,rent,3621,765374,available,202404
2449,sale,3959,600438,available,202402
2450,rent,754,54639,available,202403
2451,rent,3638,571134,sold,202404
2452,rent,3975,344123,sold,202403
2453,sale,2724,761722,sold,202403
2454,rent,2434,364965,sold,202404
2455,sale,1848,144739,available,202404
2456,rent,1570,937791,sold,202402
2457,sale,1090,807646,available,202403
2458,sale,4194,145566,available,202404
2459,sale,2968,635062,sold,202402
2460,rent,4577,685629,available,202402
2461,sale,2726,954497,sold,202401
2462,sale,4838,104288,sold,202402
2463,rent,4188,59791,sold,202401
2464,sale,529,291463,available,202403
2465,sale,4435,982880,sold,202402
2466,sale,569,969483,available,202403
2467,rent,637,943695,sold,202401
2468,rent,2293,403415,available,202401
2469,sale,4962,552189,available,202402
2470,rent,1246,508948,available,202404
2471,rent,805,584949,available,202402
2472,sale,2766,828687,sold,202403
2473,sale,1540,618433,sold,202402
2474,sale,1762,817818,available,202403
2475,rent,1690,523024,sold,202402
2476,sale,2529,166308,available,202401
2477,sale,2771,59821,sold,202404
2478,rent,3152,693043,sold,202403
2479,sale,4801,521018,sold,202403
2480,sale,4256,780469,sold,202404
2481,sale,1458,680156,sold,202403
2482,rent,3855,501296,available,202401
2483,rent,2728,627952,sold,202401
2484,rent,4710,447474,sold,202403
2485,rent,3987,543792,available,202404
2486,rent,2431,175458,sold,202401
2487,rent,3952,931146,sold,202402
2488,sale,3993,373900,available,202401
2489,sale,3592,244558,sold,202402
2490,sale,3576,889010,available,202403
2491,sale,4089,744546,sold,202404
2492,sale,4407,319730,sold,202401
2493,sale,2642,536329,sold,202404
2494,sale,3201,80054,sold,202401
2495,rent,2292,518446,sold,202403
2496,sale,2994,663834,available,202403
2497,sale,1296,841069,sold,202401
2498,sale,3883,373913,sold,202402
2499,sale,2774,527786,sold,202404
2500,sale,3067,475721,available,202404
2501,rent,4210,105946,sold,202403
2502,rent,1939,525925,available,202402
2503,sale,4952,522199,available,202402
2504,sale,3749,242510,sold,202401
2505,sale,2225,621020,available,202403
2506,sale,2902,444873,sold,202402
2507,sale,2846,141559,sold,202401
2508,rent,2305,463287,sold,202404
2509,rent,4644,328027,available,202401
2510,rent,3851,257674,sold,202404
2511,sale,1586,731947,sold,202403
2512,sale,1269,991850,sold,202403
2513,rent,1456,678416,sold,202403
2514,sale,1804,244397,available,202404
2515,sale,1974,726740,sold,202402
2516,rent,4796,998472,available,202403
2517,sale,2465,407842,sold,202403
2518,rent,4205,727850,sold,202402
2519,rent,834,579724,available,202404
2520,sale,4202,500894,available,202404
2521,sale,1533,80112,sold,202403
2522,sale,523,128707,sold,202404
2523,sale,581,794646,sold,202403
2524,sale,508,102456,available,202402
2525,rent,3294,616957,sold,202404
2526,rent,798,530728,sold,202402
2527,sale,3466,320205,available,202402
2528,sale,989,989629,available,202404
2529,rent,2784,816524,available,202401
2530,sale,3601,550529,available,202401
2531,sale,2051,379702,sold,202402
2532,sale,3266,151616,sold,202404
2533,sale,1185,143827,sold,202401
2534,sale,3426,144592,sold,202403
2535,rent,1616,534728,sold,202404
2536,rent,2220,236908,available,202402
2537,sale,4795,628429,available,202404
2538,sale,4058,350838,available,202403
2539,sale,1274,966876,available,202401
2540,rent,4278,589739,available,202404
2541,sale,4013,710209,sold,202404
2542,rent,2364,247353,sold,202404
2543,sale,3661,207180,available,202404
2544,sale,4680,765495,available,202404
2545,sale,3225,681698,available,202403
2546,rent,2448,844959,available,202404
2547,sale,4643,122132,available,202401
2548,rent,806,187720,sold,202403
2549,rent,4470,288288,sold,202403
2550,rent,4061,995713,available,202402
2551,sale,738,779588,sold,202403
2552,sale,1450,610185,available,202403
2553,rent,4782,461176,available,202402
2554,rent,3478,710118,available,202404
2555,rent,2222,398417,sold,202404
2556,sale,2507,672693,available,202401
2557,rent,910,253224,available,202404
2558,rent,4355,517024,available,202401
2559,rent,4035,553813,available,202404
2560,sale,2958,115755,available,202403
2561,sale,4928,981245,sold,202402
2562,sale,1762,511171,available,202403
2563,sale,1147,661925,available,202404
2564,sale,4795,791886,available,202403
2565,sale,3615,538842,available,202402
2566,rent,1299,982343,sold,202403
2567,rent,3254,643112,sold,202403
2568,rent,1904,372795,available,202401
2569,sale,2016,352729,sold,202404
2570,rent,4085,588007,sold,202401
2571,rent,4028,170493,sold,202404
2572,rent,4823,524951,available,202403
2573,rent,616,873499,sold,202403
2574,rent,1569,834775,available,202401
2575,rent,4893,316779,sold,202401
2576,rent,2425,698268,available,202401
2577,rent,3622,769369,sold,202402
2578,sale,3564,864370,sold,202402
2579,rent,2477,286844,available,202401
2580,rent,4595,331841,sold,202402
2581,rent,4663,693178,available,202404
2582,rent,698,643538,available,202403
2583,sale,3574,696642,available,202404
2584,rent,3502,690043,sold,202401
2585,sale,4929,820154,available,202403
2586,rent,1954,219280,available,202403
2587,rent,2265,800050,sold,202401
2588,rent,4038,910016,available,202402
2589,sale,2709,167901,available,202402
2590,rent,517,418166,available,202401
2591,sale,4743,224563,sold,202403
2592,sale,4776,332451,sold,202401
2593,rent,4919,700688,sold,202404
2594,sale,4973,714119,available,202404
2595,sale,4958,402684,available,202404
2596,rent,3913,893656,sold,202404
2597,rent,4751,697462,sold,202403
2598,rent,3269,230947,sold,202402
2599,rent,3166,382877,sold,202402
2600,sale,2908,457588,sold,202402
2601,sale,1285,849232,available,202403
2602,rent,3243,492370,sold,202402
2603,sale,1945,267301,available,202404
2604,sale,3388,358986,sold,202404
2605,rent,3714,697539,available,202403
2606,sale,2168,382118,available,202401
2607,sale,653,432566,sold,202403
2608,sale,4203,650819,available,202403
2609,rent,540,572066,available,202401
2610,rent,4548,200114,available,202401
2611,rent,3155,896891,sold,202401
2612,sale,4250,309539,available,202403
2613,rent,3060,949631,available,202404
2614,rent,1640,927372,sold,202401
2615,sale,2161,306466,available,202403
2616,sale,3476,587726,available,202404
2617,sale,1432,715467,available,202403
2618,sale,2657,157729,sold,202401
2619,rent,1571,575384,available,202403
2620,rent,2786,930788,sold,202403
2621,sale,1064,407584,sold,202401
2622,rent,3094,728179,sold,202402
2623,sale,1984,701638,sold,202403
2624,rent,4817,90473,available,202401
2625,rent,2129,678366,available,202402
2626,rent,849,268701,available,202404
2627,rent,4438,730328,sold,202402
2628,rent,3153,333911,available,202403
2629,sale,1890,53088,available,202403
2630,sale,3863,592447,sold,202402
2631,sale,2694,94264,available,202404
2632,rent,4861,530703,sold,202401
2633,rent,854,814713,sold,202404
2634,rent,4835,122743,available,202403
2635,sale,1371,656250,available,202401
2636,rent,1904,853909,sold,202404
2637,sale,884,560210,sold,202402
2638,sale,2724,812436,sold,202402
2639,sale,1608,279428,sold,202402
2640,sale,2186,822185,available,202402
2641,rent,1095,860258,available,202401
2642,rent,4738,554218,sold,202401
2643,sale,4973,205880,sold,202402
2644,sale,2392,923146,available,202403
2645,sale,3040,276233,available,202401
2646,rent,2550,208804,available,202401
2647,rent,772,259568,available,202403
2648,rent,4192,913989,available,202402
2649,rent,1571,776244,sold,202402
2650,sale,3468,204172,sold,202402
2651,rent,4427,987095,sold,202404
2652,sale,1354,567158,sold,202403
2653,rent,1794,803841,available,202404
2654,rent,2723,303106,available,202404
2655,sale,876,707679,available,202403
2656,sale,2412,989015,sold,202402
2657,rent,1910,817586,available,202404
2658,sale,2376,604493,available,202401
2659,rent,1654,901744,available,202401
2660,rent,3249,196404,available,202402
2661,sale,3089,979808,available,202402
2662,rent,4432,79998,sold,202404
2663,sale,4679,964052,available,202403
2664,rent,3764,844369,sold,202403
2665,rent,4158,106776,available,202401
2666,sale,3608,149853,available,202401
2667,rent,4591,88756,available,202404
2668,sale,4684,359160,available,202402
2669,sale,4539,316794,available,202402
2670,sale,2239,810155,sold,202403
2671,sale,2026,517509,sold,202404
2672,rent,1798,543533,available,202401
2673,rent,4452,819124,available,202404
2674,sale,4151,938059,sold,202401
2675,sale,1026,192285,available,202403
2676,rent,4420,166717,sold,202404
2677,sale,2707,463357,sold,202401
2678,sale,2178,468336,available,202401
2679,rent,940,984484,available,202403
2680,sale,4820,637998,available,202403
2681,rent,3971,449066,sold,202404
2682,sale,4793,126582,available,202404
2683,rent,3102,833672,sold,202403
2684,sale,4295,290185,available,202404
2685,rent,1508,389834,available,202403
2686,sale,2725,501977,available,202404
2687,rent,2156,411161,available,202403
2688,sale,2443,151777,sold,202403
2689,sale,4027,620292,sold,202401
2690,sale,2932,893221,sold,202401
2691,rent,3547,345027,sold,202404
2692,sale,2357,819000,available,202404
2693,rent,3430,921570,available,202402
2694,rent,3654,774215,sold,202404
2695,rent,4866,629044,sold,202403
2696,sale,3843,528844,sold,202402
2697,sale,3020,614349,sold,202404
2698,rent,3712,880652,sold,202401
2699,sale,1850,63920,sold,202404
2700,rent,3976,355889,available,202401
2701,rent,1532,806195,sold,202402
2702,sale,4098,505546,available,202403
2703,rent,4141,888437,sold,202404
2704,rent,2837,501833,available,202404
2705,rent,3978,821890,sold,202401
2706,rent,3425,480818,available,202402
2707,sale,1292,543220,sold,202402
2708,rent,2238,792405,sold,202402
2709,sale,1333,339185,sold,202401
2710,sale,526,757382,available,202401
2711,rent,4716,508918,available,202404
2712,rent,4695,877514,sold,202404
2713,sale,3649,474227,available,202403
2714,sale,3655,98658,available,202404
2715,rent,4397,627960,available,202403
2716,sale,701,811001,sold,202401
2717,sale,4511,757171,available,202401
2718,sale,4396,379137,sold,202403
2719,sale,4163,561326,available,202401
2720,sale,2551,617238,sold,202402
2721,sale,699,406075,sold,202401
2722,sale,2984,762417,sold,202401
2723,sale,4803,940686,available,202404
2724,sale,4645,434649,available,202403
2725,rent,4882,289370,available,202404
2726,sale,848,382716,sold,202404
2727,sale,1589,473950,available,202402
2728,rent,1694,641993,available,202402
2729,rent,3189,765920,sold,202403
2730,sale,4218,522047,sold,202403
2731,sale,3722,523903,available,202404
2732,sale,1037,346237,sold,202401
2733,rent,3796,960112,available,202404
2734,rent,2903,612771,sold,202401
2735,sale,2506,787911,available,202402
2736,sale,2164,956455,available,202404
2737,sale,3744,50297,sold,202404
2738,sale,983,135407,sold,202404
2739,sale,4039,864383,sold,202401
2740,sale,1370,478291,available,202402
2741,sale,3111,138371,sold,202404
2742,rent,3687,522466,sold,202401
2743,rent,4522,188565,sold,202403
2744,sale,3870,137651,sold,202403
2745,sale,4551,496494,sold,202404
2746,sale,3380,921237,sold,202403
2747,sale,3338,439948,available,202404
2748,rent,2799,211043,sold,202402
2749,rent,3903,282754,available,202404
2750,sale,4991,300357,sold,202403
2751,rent,1876,881687,available,202402
2752,rent,4816,933235,sold,202404
2753,rent,3517,618850,available,202402
2754,sale,1392,837045,available,202402
2755,sale,522,75883,sold,202404
2756,rent,4512,529560,available,202401
2757,sale,3805,977040,available,202404
2758,sale,3644,633213,sold,202404
2759,rent,1878,228699,available,202401
2760,rent,1551,298444,available,202403
2761,rent,2945,899429,available,202402
2762,rent,1306,54471,sold,202402
2763,sale,4454,860392,sold,202404
2764,sale,4293,918541,sold,202403
2765,rent,3654,102754,available,202403
2766,sale,1560,92194,sold,202402
2767,rent,3553,974880,sold,202402
2768,sale,1166,988685,sold,202402
2769,sale,699,259811,sold,202401
2770,rent,3080,420105,available,202403
2771,rent,3379,628180,sold,202402
2772,rent,2254,531864,available,202404
2773,rent,557,880347,available,202403
2774,sale,1692,61438,sold,202404
2775,sale,3252,932560,sold,202404
2776,rent,1696,433389,available,202402
2777,sale,2399,494972,sold,202404
2778,rent,4231,465607,available,202402
2779,rent,3859,261986,available,202403
2780,sale,4490,881715,sold,202402
2781,sale,2383,972867,sold,202404
2782,sale,3098,469684,available,202401
2783,sale,4631,518896,available,202402
2784,sale,4856,553996,available,202401
2785,rent,1366,906747,available,202401
2786,sale,1110,686977,sold,202401
2787,rent,1107,585115,available,202402
2788,rent,2769,742240,available,202401
2789,rent,4996,696096,sold,202401
2790,rent,3116,229141,available,202401
2791,sale,2567,250793,sold,202402
2792,rent,3709,75365,available,202404
2793,sale,2905,735370,sold,202404
2794,rent,3779,580846,available,202401
2795,sale,2260,840438,available,202403
2796,rent,1408,533455,sold,202401
2797,rent,1842,804077,available,202402
2798,rent,2847,412757,sold,202404
2799,sale,4610,531932,available,202401
2800,rent,3774,823881,sold,202401
2801,rent,2491,617009,available,202402
2802,sale,2458,228470,sold,202401
2803,rent,2631,745275,available,202403
2804,rent,2826,912342,available,202403
2805,rent,3154,290185,sold,202402
2806,rent,1867,404065,sold,202404
2807,rent,4367,857026,available,202403
2808,sale,1135,759105,sold,202402
2809,sale,3759,741749,available,202401
2810,rent,4768,590520,available,202402
2811,sale,856,663602,available,202401
2812,sale,2125,276309,available,202404
2813,rent,536,435108,sold,202403
2814,rent,4437,298193,sold,202403
2815,sale,928,795237,available,202402
2816,rent,3721,484160,available,202402
2817,sale,1048,764654,available,202403
2818,rent,1175,765762,sold,202401
2819,sale,2917,81645,sold,202402
2820,sale,4885,731588,sold,202402
2821,rent,3576,309795,sold,202403
2822,rent,1139,129588,sold,202404
2823,sale,958,342152,sold,202401
2824,rent,1126,573253,available,202401
2825,rent,4865,396338,sold,202402
2826,rent,3032,246431,available,202404
2827,rent,4817,608276,available,202402
2828,sale,4867,978638,sold,202401
2829,rent,3576,892315,available,202404
2830,rent,935,586158,available,202403
2831,sale,561,131128,available,202401
2832,rent,2374,186336,sold,202404
2833,sale,3479,616063,available,202404
2834,rent,2125,433807,sold,202403
2835,sale,2740,497830,sold,202403
2836,sale,3028,175484,available,202401
2837,rent,3890,621314,sold,202404
2838,sale,1537,854306,available,202403
2839,sale,3445,152812,available,202401
2840,sale,2858,460657,sold,202402
2841,rent,3197,985439,available,202402
2842,sale,4596,347127,available,202404
2843,sale,2989,419782,sold,202401
2844,rent,2390,108895,sold,202401
2845,sale,849,687314,available,202403
2846,sale,4505,299715,sold,202403
2847,rent,2356,887023,sold,202402
2848,rent,1844,263761,available,202401
2849,rent,3523,843878,available,202404
2850,sale,2814,196693,sold,202404
2851,sale,2830,517996,available,202401
2852,rent,2893,446070,sold,202403
2853,sale,3271,971881,sold,202403
2854,rent,1389,338719,available,202403
2855,sale,3650,978378,sold,202403
2856,sale,4466,956159,available,202403
2857,rent,3163,345402,sold,202402
2858,rent,1637,818352,available,202403
2859,sale,3818,824089,available,202401
2860,sale,1959,908036,sold,202401
2861,sale,2502,848704,available,202401
2862,rent,2428,431354,sold,202402
2863,sale,1403,234775,sold,202401
2864,sale,3293,418836,available,202404
2865,sale,3481,560012,sold,202404
2866,rent,1557,550511,sold,202401
2867,sale,821,774095,sold,202403
2868,sale,4527,647136,sold,202403
2869,rent,3508,338529,available,202404
2870,sale,4657,505454,available,202401
2871,sale,1937,809362,sold,202402
2872,rent,1237,145541,sold,202404
2873,sale,2799,709112,sold,202404
2874,sale,2011,166356,sold,202402
2875,rent,3619,642249,sold,202402
2876,rent,4683,124036,available,202403
2877,rent,4290,574424,sold,202401
2878,rent,1430,627218,available,202402
2879,sale,2556,396065,available,202404
2880,sale,3032,726195,available,202404
2881,sale,4976,723365,sold,202404
2882,rent,1586,525579,sold,202403
2883,sale,1372,516069,sold,202402
2884,sale,3897,133060,available,202402
2885,sale,2913,241826,sold,202402
2886,rent,3796,406072,sold,202403
2887,sale,817,888274,sold,202404
2888,rent,3360,602332,sold,202404
2889,rent,2913,71298,sold,202401
2890,sale,3309,613510,available,202401
2891,sale,1100,543959,sold,202403
2892,sale,3893,250089,sold,202404
2893,sale,548,557071,sold,202403
2894,sale,1541,379221,sold,202403
2895,sale,4482,835007,available,202402
2896,rent,2076,602398,sold,202403
2897,sale,2075,81016,sold,202401
2898,sale,1160,668299,sold,202402
2899,rent,3485,444465,available,202401
2900,rent,2626,854853,sold,202402
2901,sale,1791,796115,sold,202402
2902,rent,2490,540247,sold,202402
2903,sale,2391,825342,available,202402
2904,rent,4995,381506,available,202402
2905,sale,3910,445350,available,202402
2906,sale,3526,681226,available,202404
2907,sale,1663,642654,sold,202404
2908,rent,4754,774232,sold,202401
2909,sale,2650,379644,sold,202402
2910,sale,4766,677891,sold,202402
2911,rent,3307,703438,sold,202403
2912,rent,585,52985,sold,202402
2913,sale,1601,195462,available,202402
2914,sale,861,205687,available,202404
2915,sale,2921,403966,sold,202401
2916,sale,4126,705345,available,202402
2917,rent,3281,671627,sold,202402
2918,rent,977,423734,available,202403
2919,sale,2901,444938,sold,202401
2920,sale,3905,637660,available,202401
2921,sale,4485,599307,available,202403
2922,rent,4827,649787,sold,202401
2923,sale,4873,498287,available,202403
2924,rent,2642,937485,available,202401
2925,rent,3677,237108,sold,202403
2926,sale,4809,473973,available,202404
2927,sale,3406,278869,sold,202401
2928,sale,3061,666576,available,202404
2929,sale,4082,620836,available,202401
2930,sale,4959,463191,available,202401
2931,sale,3772,227609,sold,202402
2932,sale,2293,192944,available,202404
2933,rent,4728,877330,available,202403
2934,sale,2691,625886,available,202403
2935,rent,1495,941395,available,202404
2936,rent,863,894527,available,202403
2937,sale,4944,151674,available,202402
2938,rent,3550,71812,available,202403
2939,rent,1992,842135,available,202403
2940,rent,1113,971058,sold,202401
2941,rent,1514,857155,sold,202404
2942,rent,1477,247485,available,202404
2943,sale,4962,71259,available,202401
2944,rent,3884,189988,sold,202401
2945,rent,1831,282841,sold,202403
2946,sale,3540,932111,sold,202403
2947,rent,4215,275824,sold,202404
2948,sale,3557,630741,sold,202401
2949,sale,3330,968957,sold,202402
2950,rent,605,691624,available,202402
2951,rent,1383,510191,available,202402
2952,sale,4554,324416,sold,202402
2953,rent,4066,123193,sold,202401
2954,sale,1598,196808,available,202403
2955,sale,1007,110474,available,202404
2956,rent,1276,604870,sold,202404
2957,rent,2307,584390,available,202402
2958,sale,4901,906567,available,202403
2959,rent,861,429991,available,202404
2960,rent,1711,845002,available,202402
2961,rent,3790,308170,available,202404
2962,rent,2899,553316,available,202401
2963,sale,3517,410504,available,202402
2964,sale,3609,354809,available,202403
2965,rent,3080,60890,sold,202404
2966,sale,2952,245501,available,202401
2967,sale,880,165630,sold,202401
2968,rent,4515,827547,sold,202404
2969,sale,4515,375419,sold,202404
2970,sale,3019,974467,available,202404
2971,rent,3516,103913,available,202403
2972,rent,2457,201892,available,202404
2973,rent,4726,647588,available,202402
2974,sale,1857,185254,sold,202401
2975,sale,2356,294367,available,202402
2976,sale,4145,277985,available,202402
2977,rent,4397,111901,available,202404
2978,sale,3043,892551,sold,202403
2979,rent,996,678724,sold,202403
2980,sale,595,987323,sold,202403
2981,rent,1630,150375,sold,202402
2982,rent,2596,72962,sold,202403
2983,rent,4693,785990,available,202402
2984,sale,1802,778155,available,202401
2985,rent,2342,486692,sold,202402
2986,rent,533,155231,sold,202403
2987,sale,2928,250362,available,202404
2988,sale,3964,803563,sold,202403
2989,rent,2373,923071,sold,202401
2990,sale,1486,304079,sold,202403
2991,rent,4376,109473,available,202403
2992,rent,4092,238612,available,202404
2993,sale,1126,859514,sold,202401
2994,sale,3069,117972,sold,202404
2995,sale,3384,194527,sold,202401
2996,sale,1624,350669,sold,202403
2997,rent,3497,304178,sold,202401
2998,sale,4136,218566,available,202402
2999,sale,4764,885537,available,202403
3000,sale,1829,936141,sold,202403
3001,sale,1335,276995,sold,202403
3002,rent,4535,544549,sold,202403
3003,sale,1871,851731,sold,202403
3004,rent,4346,476745,sold,202402
3005,sale,2714,422537,sold,202402
3006,sale,508,54810,available,202403
3007,sale,1133,609431,available,202403
3008,sale,2850,362549,sold,202401
3009,rent,1320,511774,available,202401
3010,sale,3161,443800,available,202404
3011,sale,4210,533486,sold,202404
3012,rent,588,383655,available,202402
3013,sale,4830,132460,available,202404
3014,rent,4769,703414,available,202401
3015,rent,3870,546641,available,202403
3016,sale,3220,612770,available,202404
3017,rent,4899,696863,sold,202402
3018,rent,4607,160127,available,202401
3019,rent,3113,403438,sold,202402
3020,sale,3291,267708,available,202404
3021,rent,1205,159910,sold,202401
3022,sale,806,71376,available,202402
3023,rent,3601,466907,sold,202401
3024,sale,3906,101731,sold,202403
3025,rent,1606,267989,sold,202401
3026,sale,1906,990823,sold,202401
3027,sale,1188,261181,available,202403
3028,sale,2381,238521,available,202403
3029,rent,1659,92265,sold,202402
3030,rent,1039,305818,sold,202402
